file	result	axioms	conjencture	processed	note	limit:1000000s
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN054+1.p	False			error in process error in process error in process error in process error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN732+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN099-1.003.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN539-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN915+1.p	True		($true)	[  u0:T, u1:type, u2:type ] =>T		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN263-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN083+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN505-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN511-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN277-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN929+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN986+1.004.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN036+2.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN459-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN317-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN471-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN465-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN303-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN854-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN478+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN698-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN840-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN336+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN868-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN450+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN444+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN322+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN897-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN129-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN883-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN673-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN115-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN493+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN487+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN667-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN486+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN666-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN672-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN492+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN114-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN882-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN896-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN128-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN445+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN323+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN869-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN337+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN451+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN479+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN841-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN699-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN855-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN464-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN316-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN470-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN458-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN510-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN928+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN276-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN262-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN504-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN082+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN538-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN055+1.p	False			error in process error in process error in process error in process error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN733+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN727+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN041+1.p	False		(~(p=>q)=>(q=>p))	[  u0:T, u1:type, u2:type, u3:type ] =>(u4:(u5:u2)→u1)→(u6:u1)→u2		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN069+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN289-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN074-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN712-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN706-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN060-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN048-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN531+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN909-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN525+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN519+1.p					Parser Error"TokenComma"	

	True : 25 False : 180					
